Times,OperatingNodes,DeadNodes,EnergyConsumed
1361,16,84,0.65
1362,16,84,0
1363,16,84,2.25
1364,16,84,2.25
1365,16,84,2.25
1366,16,84,2.25
1367,16,84,2.25
1368,16,84,2.25
1369,16,84,2.25
1370,16,84,2.25
1371,16,84,1.3
1372,16,84,0.65
1373,16,84,0.65
1374,16,84,0.65
1375,16,84,0.65
1376,16,84,0.65
1377,16,84,0.65
1378,16,84,0.65
1379,16,84,0.65
1380,16,84,0.65
1381,16,84,0.65
1382,16,84,0.65
1383,16,84,0
1384,16,84,0.65
1385,16,84,0.65
1386,16,84,0.65
1387,16,84,0.65
1388,16,84,0.65
1389,16,84,0.65
1390,16,84,0.65
1391,16,84,0.65
1392,16,84,0.65
1393,16,84,0.65
1394,16,84,0.65
1395,16,84,0
1396,16,84,1.6
1397,16,84,1.6
1398,16,84,1.6
1399,16,84,1.6
1400,16,84,1.6
1401,16,84,1.6
1402,16,84,0.65
1403,16,84,1.6
1404,16,84,1.6
1405,16,84,1.6
1406,16,84,1.6
1407,16,84,1.6
1408,16,84,1.6
1409,16,84,0.65
1410,16,84,0.65
1411,16,84,0.65
1412,16,84,0.65
1413,16,84,0.65
1414,16,84,0.65
1415,16,84,0.65
1416,16,84,0.65
1417,16,84,0
1418,16,84,0.65
1419,16,84,0.65
1420,16,84,0.65
1421,16,84,0.65
1422,16,84,0.65
1423,16,84,0.65
1424,16,84,0.65
1425,16,84,0
1426,16,84,1.6
1427,16,84,1.6
1428,16,84,1.6
1429,16,84,1.6
1430,16,84,0.65
1431,16,84,0.65
1432,16,84,0.65
1433,16,84,0.65
1434,16,84,0.65
1435,16,84,0.65
1436,16,84,0.65
1437,16,84,0
1438,16,84,0.65
1439,16,84,0.65
1440,16,84,0.65
1441,16,84,0.65
1442,16,84,0.65
1443,16,84,0.65
1444,16,84,0
1445,15,85,2.25
1446,15,85,0.65
1447,15,85,0.65
1448,15,85,0.65
1449,15,85,0.65
1450,15,85,0
1451,15,85,0.65
1452,15,85,0.65
1453,15,85,0.65
1454,15,85,0.65
1455,15,85,0.65
1456,15,85,0
1457,15,85,0.65
1458,15,85,0.65
1459,15,85,0.65
1460,15,85,0.65
1461,15,85,0
1462,15,85,1.6
1463,15,85,1.6
1464,14,86,1.6
1465,14,86,0
1466,14,86,1.6
1467,14,86,1.6
1468,14,86,0.65
1469,14,86,0.65
1470,14,86,0.65
1471,14,86,0.65
1472,14,86,0
1473,13,87,1.6
1474,13,87,0.65
1475,13,87,0
1476,13,87,0.65
1477,13,87,0.65
1478,13,87,0.65
1479,13,87,0
1480,13,87,0.65
1481,13,87,0.65
1482,13,87,0.65
1483,13,87,0
1484,13,87,0.65
1485,13,87,0.65
1486,13,87,0.65
1487,13,87,0
1488,13,87,0.65
1489,13,87,0.65
1490,13,87,0
1491,13,87,0.65
1492,13,87,0.65
1493,13,87,0
1494,13,87,0.65
1495,13,87,0.65
1496,13,87,0
1497,13,87,0.65
1498,12,88,0.65
1499,12,88,0
1500,10,90,1.6
1501,10,90,0
1502,10,90,0.65
1503,10,90,0
1504,10,90,0.65
1505,10,90,0
1506,10,90,0.65
1507,10,90,0
1508,8,92,1.6
1509,8,92,0
1510,7,93,0.65
1511,7,93,0
1512,6,94,0.65
1513,6,94,0
1514,5,95,0.65
1515,5,95,0
1516,4,96,0.65
1517,4,96,0
1518,3,97,0.65
1519,3,97,0
1520,2,98,0.65
1521,2,98,0
1522,1,99,0.65
1523,1,99,0
1524,0,100,0.65
